movieId,id,title,vote_average,vote_count,runtime,original_language,overview,popularity,genres,runtime_buckets,popularity_norm,vote_average_norm,vote_count_norm,overview_length
87,17414,Dunston Checks In,5.404,204,88,en,"Hotel manager Robert Grant is forced by his boss to postpone his family vacation when a hotel critic checks in. Trouble is, the critic is really a villainous jewel thief with an orangutan assistant named Dunston. When Dunston gets loose and tries to escape a life of crime -- aided by Robert's sons -- havoc, hijinks and lots of laughs abound!",10.671,"Family, Comedy, Adventure",medium,0.03355456490014593,0.6060334193114276,0.005913900565299318,61
88,13997,Black Sheep,5.994,363,87,en,"When dignified Albert Donnelly runs for Governor, his team moves to keep his slow-witted and klutzy younger brother, Mike, out of the eye of the media. To baby-sit Mike, the campaign assigns sarcastic Steve, who gets the experience of a lifetime when he tries to take Mike out of town during the election.",13.314,Comedy,medium,0.042360514163484804,0.6721991701244813,0.010523264241194376,53
89,2086,Nick of Time,6.171,645,90,en,"An unimpressive, every-day man is forced into a situation where he is told to kill a politician to save his kidnapped daughter.",16.088,"Thriller, Crime, Action",medium,0.051602929319179855,0.6920488953683975,0.01869836208146108,22
92,9095,Mary Reilly,5.784,287,104,en,"A housemaid falls in love with Dr. Jekyll and his darkly mysterious counterpart, Mr. Hyde.",13.148,"Drama, Horror, Thriller",medium,0.0418074352464533,0.6486486486486487,0.008320046383533845,15
93,12158,Vampire in Brooklyn,5.0,519,100,en,"Detective Rita Veder is assigned to a baffling serial murder case. After examining the crime scene — a corpse-filled ship found adrift at sea — Rita meets Maximilian, a smooth-talking Caribbean playboy determined to romance her. When Rita begins suffering from crippling hallucinations, she calls upon Dr. Zeko, an occultist who suspects a vampire is on the loose.",13.324,"Comedy, Horror",medium,0.04239383217053489,0.56072670180554,0.01504565879112915,58
94,9283,Beautiful Girls,6.638,323,112,en,"During a snowy winter in the small fictional town of Knight's Ridge, Massachusetts, a group of lifelong buddies hang out, drink and struggle to connect with the women who affect their decisions, dreams and desires.",14.298,"Comedy, Drama, Romance",medium,0.04563900605721369,0.7444207693170349,0.009363675895057254,35
95,9208,Broken Arrow,6.026,1354,108,en,"When rogue stealth-fighter pilot Vic Deakins deliberately drops off the radar while on maneuvers, the Air Force ends up with two stolen nuclear warheads -- and Deakins's co-pilot, Riley Hale, is the military's only hope for getting them back. Traversing the deserted canyons of Utah, Hale teams with park ranger Terry Carmichael to put Deakins back in his box.",18.571,"Action, Thriller, Adventure",medium,0.05987579046971727,0.6757878210160367,0.039252065516741555,59
96,40154,A Midwinter's Tale,7.1,34,99,en,"Out of work actor Joe volunteers to help try and save his sister's local church for the community by putting on a Christmas production of Hamlet, somewhat against the advice of his agent Margaretta. As the cast he assembles are still available even at Christmas and are prepared to do it on a 'profit sharing' basis (that is, they may not get paid anything) he cannot expect - and does not get - the cream of the cream. But although they all bring their own problems and foibles along, something bigger starts to emerge in the perhaps aptly named village of Hope.",3.546,Comedy,medium,0.0098154848769566,0.7962319165638667,0.0009856500942165532,102
97,406,La Haine,8.087,3612,98,fr,"After a chaotic night of rioting in a marginal suburb of Paris, three young friends, Vinz, Hubert and Saïd, wander around unoccupied waiting for news about the state of health of a mutual friend who has been seriously injured when confronting the police.",15.397,Drama,medium,0.04930065503201861,0.9069193675002803,0.10471082765618206,43
99,63076,Heidi Fleiss: Hollywood Madam,6.6,14,106,en,"A documentary crew from the BBC arrives in L.A. intent on interviewing Heidi Fleiss, a year after her arrest for running a brothel but before her trial. Several months elapse before the interview, so the crew searches for anyone who'll talk about the young woman. Two people have a lot to say to the camera: a retired madam named Alex for whom Fleiss once worked and Fleiss's one-time boyfriend, Ivan Nagy, who introduced her to Alex. Alex and Nagy don't like each other, so the crew shuttles between them with ""she said"" and ""he said."" When they finally interview Fleiss, they spend their time reciting what Alex and Nagy have had to say and asking her reaction.",2.228,Documentary,medium,0.0054241715477547,0.7401592463833128,0.00040585592114799246,117
100,11062,City Hall,5.903,248,111,en,"The accidental shooting of a boy in New York leads to an investigation by the Deputy Mayor, and unexpectedly far-reaching consequences.",13.949,"Drama, Thriller",medium,0.04447620761116553,0.6619939441516205,0.007189447746050152,21
101,13685,Bottle Rocket,6.722,945,91,en,"Upon his release from a mental hospital following a nervous breakdown, the directionless Anthony joins his friend Dignan, who seems far less sane than the former. Dignan has hatched a harebrained scheme for an as-yet-unspecified crime spree that somehow involves his former boss, the (supposedly) legendary Mr. Henry.",10.929,"Comedy, Crime, Drama",medium,0.034414169482038265,0.753840977907368,0.027395274677489492,48
102,47475,Mr. Wrong,4.021,48,96,en,"A single and lonely woman finds the seemingly perfect man to date, but soon regrets it when his deranged and possessive other personality emerges and worst still, she cannot convince anyone else of his Jekyll/Hyde true nature.",6.728,"Comedy, Romance",medium,0.020417274720295333,0.45093641359201525,0.0013915060153645456,37
103,2045,Unforgettable,5.6,92,106,en,"Seattle medical examiner David Krane is obsessed with solving his wife's murder. A possible solution presents itself in an experimental ""memory"" serum designed by a neurobiology professor, which has the ability to transfer memories from one person to another, but with potentially fatal consequences.",9.274,"Thriller, Mystery, Science Fiction",medium,0.02890003931524832,0.6280139060222047,0.002667053196115379,44
104,9614,Happy Gilmore,6.619,2400,92,en,"Failed hockey player-turned-golf whiz Happy Gilmore -- whose unconventional approach and antics on the grass courts the ire of rival Shooter McGavin -- is determined to win a PGA tournament so he can save his granny's house with the prize money. Meanwhile, an attractive tour publicist tries to soften Happy's image.",21.8,Comedy,medium,0.07063417494619142,0.7422900078501738,0.06957530076822728,51
105,688,The Bridges of Madison County,7.687,1933,135,en,Photographer Robert Kincaid wanders into the life of housewife Francesca Johnson for four days in the 1960s.,21.869,"Drama, Romance",long,0.07086406919483704,0.8620612313558372,0.05603710682707639,17
106,11907,Nobody Loves Me,6.304,29,104,de,"On the brink of her 30th birthday, Fanny feels the door to marital happiness closing on her. She is obsessed with death and even visits evening classes on dying, so it seems fitting that she encounters a skeleton in the malfunctioning elevator of her apartment building. The skeleton is her neighbour Orfeo, a Black, gay, self-declared psychic, who convinces her that she is about to meet ""him"". But is it really Lothar, the new yuppie apartment manager ...?",3.072,"Drama, Comedy, Family",medium,0.00823621134278232,0.7069642256364248,0.000840701550949413,78
107,10874,Muppet Treasure Island,6.634,351,100,en,"After telling the story of Flint's last journey to young Jim Hawkins, Billy Bones has a heart attack and dies just as Jim and his friends are attacked by pirates. The gang escapes into the town where they hire out a boat and crew to find the hidden treasure, which was revealed by Bones before he died. On their voyage across the seas, they soon find out that not everyone on board can be trusted.",14.439,"Action, Comedy, Music, Family, Adventure, Romance",medium,0.04610878995661996,0.7439721879555905,0.01017538773735324,75
108,89333,Catwalk,7.4,7,95,en,"A documentary following Christy Turlington and other models during spring fashion week in Milan, Paris and New York.",2.391,Documentary,medium,0.0059672550626711715,0.8298755186721992,0.00020292796057399623,18
110,197,Braveheart,7.932,9347,177,en,"Enraged at the slaughter of Murron, his new bride and childhood love, Scottish warrior William Wallace slays a platoon of the local English lord's soldiers. This leads the village to revolt and, eventually, the entire country to rise up against English rule.",33.766,"Action, Drama, History, War",long,0.11050250218232946,0.8895368397443086,0.2709668067835918,42
111,103,Taxi Driver,8.2,11081,114,en,A mentally unstable Vietnam War veteran works as a night-time taxi driver in New York City where the perceived decadence and sleaze feed his urge for violent action.,41.36,"Crime, Drama",medium,0.13580419673616803,0.9195917909610855,0.321234961588636,28
112,33542,Rumble in the Bronx,6.817,904,104,cn,"Keong comes from Hong Kong to visit New York for his uncle's wedding. His uncle runs a market in the Bronx and Keong offers to help out while Uncle is on his honeymoon. During his stay in the Bronx, Keong befriends a neighbor kid and beats up some neighborhood thugs who cause problems at the market. One of those petty thugs in the local gang stumbles into a criminal situation way over his head.",23.479,"Crime, Action, Comedy, Thriller",medium,0.07622826832990158,0.7644947852416732,0.026206696622698943,74
